market_name,token_id_yes,token_id_no,date_time,market_slug,condition_id
"Ethereum Up or Down - July 25, 8AM ET",60407124590227731925341368349102407911770331277893323843290102234889208839048,44117372049303623149539782425384714956888287071939196945696071163505870984613,2025-07-25 08:00 EDT,ethereum-up-or-down-july-25-8am-et,0xcd5b0dd2ef5c5debfbe7696e8489d1a9fc865b9b70b30ebeac3bc48374c1b9cc
"Ethereum Up or Down - July 25, 9AM ET",107055906630654233237327456598415847997483164137213255496551850198323953691826,4024141718334030876500609579826627634535549624752894128798454160593271072210,2025-07-25 09:00 EDT,ethereum-up-or-down-july-25-9am-et,0x0f62480f6ed457f4de355b901bec772c6c442d938a8090d3dea91a7c964c6755
"Ethereum Up or Down - July 25, 10AM ET",49068433714246761729500544358320203090271812497971667175497785328700874949731,63036496200955942842042183080802351573995357356347822545220027561769684673496,2025-07-25 10:00 EDT,ethereum-up-or-down-july-25-10am-et,0x5ccddab0b7e984a5a43d10c3f0e436e14117fecc7aaaa47478447cb0e3b17824
"Ethereum Up or Down - July 25, 11AM ET",38206079673470225524419431149111722495279717256506307405122106432977892614349,73098914005270004693604091133558529197767276681716966340042798134638496292075,2025-07-25 11:00 EDT,ethereum-up-or-down-july-25-11am-et,0x686fe59b5ebd8efee00bc93a4e2ac86f445e61922195140e12e483f71d9fb7c4
"Ethereum Up or Down - July 25, 12PM ET",47519372184407585941987006210489843155297915401014058529163884344993123357568,57241308765858290938423341961631871905397857175367047914386088132060457647948,2025-07-25 12:00 EDT,ethereum-up-or-down-july-25-12pm-et,0xaef8c56dc56faebb1669e2435627d71622bc8214ce6abab908c726289f976491
"Ethereum Up or Down - July 25, 1PM ET",93844748540601294564723388750733234934661172390823648426830489591730130018521,33725135166834876308287103315609575168753531049527775592167914654780400246933,2025-07-25 13:00 EDT,ethereum-up-or-down-july-25-1pm-et,0x1b532041ed53407b1273f940375ce3f569a0a2ee1667e0892fb8aa9a11a485ef
"Ethereum Up or Down - July 25, 2PM ET",67539827928212007116397862500474439864145908147297366538787825885391822107702,51693415639197477923546809914909511899337680042138693165732082609128642670010,2025-07-25 14:00 EDT,ethereum-up-or-down-july-25-2pm-et,0x227a9cd0b68fe2ce4f7781984e665abfdfd89b4ad063d487112a922c3cc933c9
"Ethereum Up or Down - July 25, 3PM ET",99622111743784380438830700700338032698645969764660893223084381060279956256263,25098619824833661425539447553610306524185200020897539990426675394550885342884,2025-07-25 15:00 EDT,ethereum-up-or-down-july-25-3pm-et,0xe6fae01870433c8e6a91dc7ad555ae53efae137767eface17f12fef7f5d3978c
"Ethereum Up or Down - July 25, 4PM ET",97324858259490808550412871836139599727272972783398037653468102234470147993635,102478254878454973508959787353466222029739667808957393627738461359377260826149,2025-07-25 16:00 EDT,ethereum-up-or-down-july-25-4pm-et,0x9cea57d448e57cbf0835c4347ba41e1bb58f31cb757ec1f8c228b660751d71be
"Ethereum Up or Down - July 25, 5PM ET",42248001269438197080897687813630770684170818907624865706755861720206056872369,52972863426457770512935681345882099870772995410353655634424068180067908734680,2025-07-25 17:00 EDT,ethereum-up-or-down-july-25-5pm-et,0xf24d11e1b6cea7d27340ce9bc4ee33ad89152979d8392813d8cf8100409cafb7
"Ethereum Up or Down - July 25, 6PM ET",2559127602472389585301350880264258748936429439874881905623710721735511328056,112100514977403590595543028978451238769510628737693158545622780385003305980593,2025-07-25 18:00 EDT,ethereum-up-or-down-july-25-6pm-et,0x6e8aead48874fc22203332418acb079d13544e545a82eb8e05160a74556f70c6
"Ethereum Up or Down - July 25, 7PM ET",1410755025089705082685600612964968036207792177827821616885586246007704021847,18891327229785297714487318018097690802367593252012071814725761638577137298061,2025-07-25 19:00 EDT,ethereum-up-or-down-july-25-7pm-et,0x61ef7ff715a3edafd9993d2040359ce42248831fe5f2983e028258fb541599c0
"Ethereum Up or Down - July 25, 8PM ET",39272703252646242434014953297604624604728561847328080925322729125334679630376,59617749168068715445246599183912671468797564393733834087688915245600335395289,2025-07-25 20:00 EDT,ethereum-up-or-down-july-25-8pm-et,0x41123596f2888d7efe304f6d28ac880ab3880c7de37196e0249fb21d2d1f7e09
"Ethereum Up or Down - July 25, 9PM ET",109296325311429611886072595214917358499936012059992675422517884205761343421231,107329861382238758009683596445993546380041354027153017637874070048450441777753,2025-07-25 21:00 EDT,ethereum-up-or-down-july-25-9pm-et,0x93dbe4f8bd528d2ce8efc21156d3d78978ae5900141d0afde7ec02244c661e49
"Ethereum Up or Down - July 25, 10PM ET",12593221202995144778162753068670486237495554968027562905506930461085828663905,86504086173366022322657576505601719893065608995377660186208014782358653511486,2025-07-25 22:00 EDT,ethereum-up-or-down-july-25-10pm-et,0x72c7435b47dfda715fc62e23a21db7381f9b0a2f2b41c39fda051c08aa74245a
"Ethereum Up or Down - July 25, 11PM ET",16470081091217994996736764150233531573364219683295352166308786750049213961067,50535162985120868124379459489830933772380583527672972166953285052043332994307,2025-07-25 23:00 EDT,ethereum-up-or-down-july-25-11pm-et,0xd74ec31949c445a5a5156261e619004d17cdfb0bf8e16d72e1f6b19f8adb2976
"Ethereum Up or Down - July 26, 12AM ET",55905971904409391410870857007460525804162077652698755769817083773982558194982,82469412000176648004677309107787022183397066849787905647587874713712160344153,2025-07-26 00:00 EDT,ethereum-up-or-down-july-26-12am-et,0x2095e523f3f116de557a7bc8fafbd9e75afa7bd9034240c5ab7d7d19e4b2ca3a
"Ethereum Up or Down - July 26, 1AM ET",57647600003058055486310143135373993484226567972133562482905271204459983426358,23422659834574936649476224604981693907889739973595090847506049270676322083426,2025-07-26 01:00 EDT,ethereum-up-or-down-july-26-1am-et,0x85efeff62870608a99e9bf0bb0f65e9c6114c223a43f55bc7ec9a8fb1a2ba542
"Ethereum Up or Down - July 26, 2AM ET",27584241225713621844983732335045452474197943891005475387009866182902901478449,35316988573066258380407808734012142094579902386020997716157961038855027874458,2025-07-26 02:00 EDT,ethereum-up-or-down-july-26-2am-et,0x44d0f83dee1a4eca979f77a3ea498916bcd250c4be37e16d0eccf49164d7e21e
"Ethereum Up or Down - July 26, 3AM ET",109787774409685898707465040107722493149393989036098687200479384757497041010315,47699710167769537128586109370754833510182270921274883296491921333182052701236,2025-07-26 03:00 EDT,ethereum-up-or-down-july-26-3am-et,0xfdc6853a57fe7d13fb88a5492d51e5c93a36ecbba659c61da8e1a5b000b48e2d
"Ethereum Up or Down - July 26, 4AM ET",48854147528858392960851077226610609043969592648936010850750193147598958867747,5197418593342461708892809468415899709777014737373824212605528453564881018909,2025-07-26 04:00 EDT,ethereum-up-or-down-july-26-4am-et,0x604311b8e5b7d7a166c14755a6aa020f0775adbef654ce5fb316f2212fb6db8d
"Ethereum Up or Down - July 26, 5AM ET",45823747186952174677992737708441345747342403811648001688628723172990893282485,51472810381317877488875671675993436246654357423570950103796479158089690466107,2025-07-26 05:00 EDT,ethereum-up-or-down-july-26-5am-et,0xe8af12685e73a137a0140f528e51c5244272a59f050995efcf331f5c2262ea65
"Ethereum Up or Down - July 26, 6AM ET",30793569024113937571755529835966642509876969166572595282870887518992880338745,39743028583487684757644781963330070046284055917609651910785909941132509716150,2025-07-26 06:00 EDT,ethereum-up-or-down-july-26-6am-et,0x5fb81c538db61b22b868d14ad0a88e3d029eeaf09b8b98e5529687d302ea04ef
"Ethereum Up or Down - July 26, 7AM ET",52571639199249083898945770743670525253530956437011893991729677262803309648961,102360874863524519811190053083562278983057704817799437891691567348569737145491,2025-07-26 07:00 EDT,ethereum-up-or-down-july-26-7am-et,0xd46a39b5fd2573c317625715f93e3478d0afeb39992e214d9560cdfea63b201a
"Ethereum Up or Down - July 26, 8AM ET",108069531614181933153076540023447452766044420720864207930722166260484065859972,115680412110233429850363311910462091780894021010680725126687906562569896763818,2025-07-26 08:00 EDT,ethereum-up-or-down-july-26-8am-et,0xb41585eda4ba6d19d59ed2b358b94ce471b09d3de53bbd2af24b3b287c6030c5
"Ethereum Up or Down - July 26, 9AM ET",9825179571113379541268864118276574474484276028444165542643888119675764329249,55685805759721579291135600034586885569447436662416154016929971920489469463386,2025-07-26 09:00 EDT,ethereum-up-or-down-july-26-9am-et,0x48ab8a0461f27c86c5eef2b1e9ea4f3612b85deac18b6d141349e9a7374f7f30
"Ethereum Up or Down - July 26, 10AM ET",5286696750070729582976827770786262549508457351996145706617765355289235478168,112502982218856968486219755801930641479744704657288876688096754400133403014700,2025-07-26 10:00 EDT,ethereum-up-or-down-july-26-10am-et,0x14893b8d957794ab56901676a9c392c3f0fc48aad98a0991ed136567257753b2
"Ethereum Up or Down - July 26, 11AM ET",64696436926519281932916951396106522260379974703197352641554863826642356030770,69071510525778883930079073479280589514703433271273601185332479340151907423211,2025-07-26 11:00 EDT,ethereum-up-or-down-july-26-11am-et,0xb6b73c63f7b4c838692f750e6a857d2996016acbbeebbd70074f4412277263af
"Ethereum Up or Down - July 26, 12PM ET",70265124628490571523767569322529867447663451660779656387433340416462605110460,63813641721415799587790451803629705731047055729986817882711411863934516902624,2025-07-26 12:00 EDT,ethereum-up-or-down-july-26-12pm-et,0x0240a35bd94ae6ddfd9b8fb486b9652538197d73254b2a6d25c9b5893a862b20
"Ethereum Up or Down - July 26, 1PM ET",98492951426783140316342142910688276604420896614610666132254065817883252784481,99291604107821413829714234463912605880007883281607965320224832425889571949892,2025-07-26 13:00 EDT,ethereum-up-or-down-july-26-1pm-et,0xda82a1ed23b2531a11f85029fbd5079b03397fea2ee1192dda74e3dabecdb0c2
"Ethereum Up or Down - July 26, 2PM ET",85929422149689630264060455745535638474025909996256126097563375854649248912752,23389125330366462171468408411938630262266035588361782867420864290473287854796,2025-07-26 14:00 EDT,ethereum-up-or-down-july-26-2pm-et,0xe15575711d40730ca86b3bd99c799574e3e93eabc84e914cd7927ec01a7be34e
"Ethereum Up or Down - July 26, 3PM ET",90188546905689109775935645263256309972185449657390501242415000390033901620964,8355045043362385307881093936313497708836712323659912291197404128220596534143,2025-07-26 15:00 EDT,ethereum-up-or-down-july-26-3pm-et,0x13d6fe75634b813ba4e89f1961e76b5f69c5fb1f026311f9295217a4be842802
"Ethereum Up or Down - July 26, 4PM ET",48816894473218282854345331278526487118501407004288289941221817307994349410764,66993344185400613266068798202704664560806307416806770353329670111505382885300,2025-07-26 16:00 EDT,ethereum-up-or-down-july-26-4pm-et,0x36f0c0b12f2a9d8f17203afe903940264d7854f9b29cfe0820f2147ea6ef124a
"Ethereum Up or Down - July 26, 5PM ET",36999455560130686291063721793766662815510993266951840821145265740059574285976,74923803506890490518934731053378323196725794284868711249071999241477889935200,2025-07-26 17:00 EDT,ethereum-up-or-down-july-26-5pm-et,0xf9442c1d7c6534852b320cf94fbc0bcc302df755d71499fb91c52cdb48b2955e
"Ethereum Up or Down - July 26, 6PM ET",3259111969636817355133374864899461433261694432112591193870199882317229701545,49304197968664278740932024347018322626233771367744840634341145158937235924902,2025-07-26 18:00 EDT,ethereum-up-or-down-july-26-6pm-et,0x52cf4a264122f0f966d4b66a51a514973820de15c5a02e81223055870f314a07
"Ethereum Up or Down - July 26, 7PM ET",10986467118013466317962538853184052035933211755983367083896226928908884433372,108883662861167807817382310892301876483704915254176417403595584633382324503924,2025-07-26 19:00 EDT,ethereum-up-or-down-july-26-7pm-et,0xd0137a75abb102babbb6a2faccd5cda3d92841639600497ac365d9e61f2ceedd
"Ethereum Up or Down - July 26, 8PM ET",12020521696829183234385447650395289121598171311886545326022189983102838360384,112943167206404258626865485153836494527917940953551490622612603319050666893747,2025-07-26 20:00 EDT,ethereum-up-or-down-july-26-8pm-et,0xfa6641b64a9c1fb8ad40ec9b9fe111f8cfc798a0dd290f6407a9ad394fb626be
"Ethereum Up or Down - July 26, 9PM ET",20377575484616435288530904122716067206595470133355632766941064111827527570096,20803048354365555845441358426849235197637261164231031302541596930254349816366,2025-07-26 21:00 EDT,ethereum-up-or-down-july-26-9pm-et,0x4c37ad6f193a8aaca947a9638b3e9d29759aaacffb6c4a1560fee069b9dbac8c
"Ethereum Up or Down - July 26, 10PM ET",65982579313495183175318865925929764534206717312671360966294549928180596367960,72754919548186706422327692504351673479831651074928221308408144896695856114407,2025-07-26 22:00 EDT,ethereum-up-or-down-july-26-10pm-et,0x636825a60d6b70936a308ef35cc13de8c30b73ed6284cc7b2757b659efeed398
"Ethereum Up or Down - July 26, 11PM ET",96466132871739059050806121516423709894793197315487055494744734786121947578025,266531891823819854817127540554731407418039975098833615755617435389778223470,2025-07-26 23:00 EDT,ethereum-up-or-down-july-26-11pm-et,0x58fe8741a86fa98333c65e395a2af721c06cd411f176aa42f8523d85b6fc4095
"Ethereum Up or Down - July 27, 12AM ET",107217494720375674960406662986140693454260282818813453485452074048624838422754,87662296091808139409545638631326913818799133289749672657000422865594266723922,2025-07-27 00:00 EDT,ethereum-up-or-down-july-27-12am-et,0xfad34e46cc851c003b44d9da4a87154d9056e43e287f0788b1af187df510bfe3
"Ethereum Up or Down - July 27, 1AM ET",11220923808998893410653502902584739591479183499868203255126772822328033379105,69115587451595993621672023565884696059254421489443778364958091934190516293305,2025-07-27 01:00 EDT,ethereum-up-or-down-july-27-1am-et,0xab5b7a7555f205b91a58a8817af04f8ffb8b08e3bcc2bb55e370ccab95da8ffb
"Ethereum Up or Down - July 27, 2AM ET",97021609958717278165395052659554118375031876879673639834779875513872140190318,22436588959462461668090430374257686410404419497640450037521209955846000507911,2025-07-27 02:00 EDT,ethereum-up-or-down-july-27-2am-et,0x827f005d377b212fee313f323977ac25fef0d152896ffeef3cea1f1b29ff74f7
"Ethereum Up or Down - July 27, 3AM ET",36412226118135639687615373862256727291109148030951863216048704710729012166503,71018163548243610846578570638485141558043144662139537438921237952928850948283,2025-07-27 03:00 EDT,ethereum-up-or-down-july-27-3am-et,0x958cec6b8528cc422f2acbf2f1b194f06bf4caa539cd4085d8160a5189e18c4c
"Ethereum Up or Down - July 27, 4AM ET",49373423543400693813866389727926422578146039108015338608281655441024915919202,37290966200316865355045897659633366512509640160512565836080070783865464987780,2025-07-27 04:00 EDT,ethereum-up-or-down-july-27-4am-et,0xad87ff25da407a1a67385ce075bb8466b3cfcf0d72fccf59f97c0ffb0b66d385
"Ethereum Up or Down - July 27, 5AM ET",113294609181309595569557581690738186972452726758003962147417149208137022732658,25319753409493946594383776746767668902766753655735981118999428817432024017640,2025-07-27 05:00 EDT,ethereum-up-or-down-july-27-5am-et,0x3127c15376d3439e69c5f48460061a3c6d5b32bc4817de3f8cef5c4ab1e05a07
"Ethereum Up or Down - July 27, 6AM ET",8242776974974727773604964109409577314534155782145046179528323457577013499277,73283582096032624836800466539584254097737540388759149101938626976467432840412,2025-07-27 06:00 EDT,ethereum-up-or-down-july-27-6am-et,0x8c0414fdb0df77b03fe57cd63cc6eef48d6de45ae790e34bad1b63631637b269
"Ethereum Up or Down - July 27, 7AM ET",106096843670343159483478686425170114096876326667621799997854890449046127052353,48170702889061130175366051732616682538971350568461083355308102360220607760013,2025-07-27 07:00 EDT,ethereum-up-or-down-july-27-7am-et,0x02da119d20ede51069b9702aa0208818a5478bdccc53dcc1140df36ca806023b
"Ethereum Up or Down - July 27, 8AM ET",8492029209767162776445205245349425804336793340542592626929369330719160369970,97459945408486950641345118346462661139348511336988796157955527694739949005814,2025-07-27 08:00 EDT,ethereum-up-or-down-july-27-8am-et,0xcf0a9cf4b88be3fb59661c574a9e938d28f12e4c319f17f78572fa2263dc366f
"Ethereum Up or Down - July 27, 9AM ET",16229619942474258072908728954368836543015170280581154942234616762395062004277,92258721318718611489534606615553306826722543268344296242865075373259556947116,2025-07-27 09:00 EDT,ethereum-up-or-down-july-27-9am-et,0xf03d49b39eaac24ca518f9c82ed92ec9b1a5dbcaf48da0e55ac2a89909c49a4b
"Ethereum Up or Down - July 27, 10AM ET",71602527165883333679256021625682419181601242361706076617497725512574861567928,61906223039890506232122102847949935435917869791175887184892503913766142933044,2025-07-27 10:00 EDT,ethereum-up-or-down-july-27-10am-et,0xbb9362e0d96e3ef308edab6f40a905c6733048cd6191f85027a4ad6098d73b2e
"Ethereum Up or Down - July 27, 11AM ET",46485739254578017436858804808441146349713762244689072830169282704014383197126,8770445907399630437101287166661466745944936045479700517859139032917705686264,2025-07-27 11:00 EDT,ethereum-up-or-down-july-27-11am-et,0x5ffee43146a474dbc188fc2d864e9ad530d02f95fcde8b29a4f220769bbf1787
"Ethereum Up or Down - July 27, 12PM ET",84974615973855265058832458542953010913445078991394885084178992362602867425557,45161559166825002904487619070121423823003161966910200455504458396175137220949,2025-07-27 12:00 EDT,ethereum-up-or-down-july-27-12pm-et,0x7a98c82a719de496671feefeb93c7c671cafef719079de1616b624dfb34de71f
"Ethereum Up or Down - July 27, 1PM ET",100496805774157750118272469206870754042259576732652986662469998160796289823095,113987335203071460507156146443140110863886720488796539712344727218293467848309,2025-07-27 13:00 EDT,ethereum-up-or-down-july-27-1pm-et,0xef530295f2e5f0c39e1e8cd63d7530df30ba7a86cd67195a0cb2f844eb8b7ac2
"Ethereum Up or Down - July 27, 2PM ET",42264784761805975625705379226497211228281895061400785744388415756857773294306,68692567440138298128850386760368517266584784878999576752436167818561506346925,2025-07-27 14:00 EDT,ethereum-up-or-down-july-27-2pm-et,0x4c02f0087d11cf0896faceac325527bb2cd34867b75ebbf7d78c3afa32f6d7b3
"Ethereum Up or Down - July 27, 3PM ET",93503280295780333637622231244124125491520812033033178103997485393922710745803,59994288803555728595257439602007044487172548235991854716799823211644827596221,2025-07-27 15:00 EDT,ethereum-up-or-down-july-27-3pm-et,0x0c2dc729d2574aa31976feba0ee9774c70adbcb06005ee9e8ab4423dff2f676f
"Ethereum Up or Down - July 27, 4PM ET",9602510717725918645977488919976402470530264074370711832385791852282955972902,76758255062142014256039504293464661425323836542400149556307869524138056710055,2025-07-27 16:00 EDT,ethereum-up-or-down-july-27-4pm-et,0x38350c7b9b9e79fd5efdf4a206e4dd536518914085bd44fe06addcb7ce3275f5
"Ethereum Up or Down - July 27, 5PM ET",64767568973633909038687472150395719469499486282410408521764991417907455855113,8222499787174329601039409904223243495596022418875679703226682302565163295954,2025-07-27 17:00 EDT,ethereum-up-or-down-july-27-5pm-et,0x1424ad2727c43cdf51a0b7860ce0b7c53bdb6aef3951c9dfbba8784585833c64
"Ethereum Up or Down - July 27, 6PM ET",91466478025439073656654303196853592201992071014695799227021245299819390596250,15213534745861934717513072073529859644186862470560316585327418676934484373635,2025-07-27 18:00 EDT,ethereum-up-or-down-july-27-6pm-et,0xe4a2b84b9a84e34cef015bebfa0c9726c95bd50ad571719c039c67978c903fd5
"Ethereum Up or Down - July 27, 7PM ET",50333306157327989311990641301967737406863428777653881548482494408350048084911,33283924388300930981115639236070966139373561061389099793482725164722935327982,2025-07-27 19:00 EDT,ethereum-up-or-down-july-27-7pm-et,0x66f6cca527a7cf2cfc80e1ef57c93f11f85a786fbfdc911f094f28ee0bb502c0
"Ethereum Up or Down - July 27, 8PM ET",49769194973022697166121746362098012679936007499242742648812957393186767948087,3314199583410470931637221662890634887894707230183044840928953081591997165671,2025-07-27 20:00 EDT,ethereum-up-or-down-july-27-8pm-et,0x89bf0e64774bc616e85371fcbdc411586a6fab0447a6f8dbf81949abf6ec40d6
"Ethereum Up or Down - July 27, 9PM ET",39551065710976002556795269613725794880359307933395640488978182483124297462541,86843228164420189058338470338916186377440935791976519273171959595880897413426,2025-07-27 21:00 EDT,ethereum-up-or-down-july-27-9pm-et,0x4b00a15eb23cdd885ba5c0e27eaebe1c31a8dfbdf7dfd2f316989b541d947c40
"Ethereum Up or Down - July 27, 10PM ET",86856682235042699787416937459788437505222886681367598742450417599369360188497,84817703821038407340545454462725330224834514650766848449887716801633799130030,2025-07-27 22:00 EDT,ethereum-up-or-down-july-27-10pm-et,0xb70fc67f31b176744cae00727a2f2b3ba466b84308d67df010b1ea29cb69a3a5
"Ethereum Up or Down - July 27, 11PM ET",67900883122862454085258631509046645592756993122095907790996918285593716356989,55704097644402821495326485396594270906373500634368819371305825669884676373433,2025-07-27 23:00 EDT,ethereum-up-or-down-july-27-11pm-et,0x971ab7dac59146b717f1b0eae5b7dfb0e6a0a620fc6d72b5c7ec43e358e5d5e9
"Ethereum Up or Down - July 28, 12AM ET",22054009449326669975069692014009042916063327557409286156570174064959651791217,54276700286547078975345243731494771960533651999421487760740154475222629237492,2025-07-28 00:00 EDT,ethereum-up-or-down-july-28-12am-et,0x33337a1a2e4dcb19264adac3f5a83d0109ed779a69c45f6186240241c07f330a
"Ethereum Up or Down - July 28, 1AM ET",748584915205499452631001032544047555237834654435996573796626469837958613863,67618272179058987317731616161562881256117959533990561738651965863240613698486,2025-07-28 01:00 EDT,ethereum-up-or-down-july-28-1am-et,0x489b3ca4d40fffc7c61171005003ef78b99ee31c5ed75f0fc78eb807503eab29
"Ethereum Up or Down - July 28, 2AM ET",21124364608876817604809994927285909382390855784347076050063360347939332406873,13709011036929154773943129336915116726603553684800148172686619305419906029718,2025-07-28 02:00 EDT,ethereum-up-or-down-july-28-2am-et,0x62527f4e50cf10ea506af5394cb607bef4b8956cef10d8bfb013b23f6363a0df
"Ethereum Up or Down - July 28, 3AM ET",34979763786564123464887709729794348228499012263040418429264526656946901372582,95328943577917655916153972775881894403401488901372184223103300024712129223789,2025-07-28 03:00 EDT,ethereum-up-or-down-july-28-3am-et,0xbcf03ca66f372debbaf6d20b583732e3292dbbd87bae0acdba89a005b27ee310
"Ethereum Up or Down - July 28, 4AM ET",2404932479412486894909193606348211652276980847103029806428144487486724949895,67949461676177943449322095799405222227165115248075716163680822255363590105567,2025-07-28 04:00 EDT,ethereum-up-or-down-july-28-4am-et,0x78ebb4f1c3ab8ae78274a248f2dbf580d120985e0d25f20eff03992ece2b62c6
"Ethereum Up or Down - July 28, 5AM ET",98052962529460630676494335099831599605547472077463488047028605420678540892089,2485226473565775509093088473464985075547717220480842004790501167637840289827,2025-07-28 05:00 EDT,ethereum-up-or-down-july-28-5am-et,0xd0ff28264d4e6af3095c8496660945f0b7d851d07defb3bdb9cfd8c39e03f5c2
"Ethereum Up or Down - July 28, 6AM ET",9800315607347601029047846506471769445796052268225809272289047109210805603025,72381126952778114786636998172320449265863942843392605373522591921885053256701,2025-07-28 06:00 EDT,ethereum-up-or-down-july-28-6am-et,0x2ed73d11f60f26273f6c6647566b7d5ddfae1fdd9acf9734f3c9359c5539ae50
"Ethereum Up or Down - July 28, 7AM ET",102642139620552674832872011749701208535508860126188845615810128960611247977552,18581907976964867989879595980347265776061689387957382320348241380338336925904,2025-07-28 07:00 EDT,ethereum-up-or-down-july-28-7am-et,0xcf4aae3d6e2f72729905031a2ec1b342d34966cb34588a256f508892d941bd91
"Ethereum Up or Down - July 28, 8AM ET",112328668507718764368794805643964877015173239370289393160602374571418939172733,108827585716677500259909960172248384299757757916150402173742077017573182653699,2025-07-28 08:00 EDT,ethereum-up-or-down-july-28-8am-et,0x5803b4ece3210ec4a695c08d3a414f7f44626d00855af821b837723f3df797f2
"Ethereum Up or Down - July 28, 9AM ET",4843711189032396038407030889531713815705410030196101496283108539689627752733,9844373855192033551991914220958365726047480170733426203034378461809238874417,2025-07-28 09:00 EDT,ethereum-up-or-down-july-28-9am-et,0x76920793dfb3df65bbdf1b6a2f762d88a3ca6c1f871449e71697ba5fd0a2b848
"Ethereum Up or Down - July 28, 10AM ET",40176390531679497076301802631475990252438810361291188427349685497162784078279,69858688940404437670798872729503912241308853235461178912162217168547616316313,2025-07-28 10:00 EDT,ethereum-up-or-down-july-28-10am-et,0x02fe3bb6ae46940483bda4b41c3a7fcdf148096c8aaefd23ff9686edd66ef0bf
"Ethereum Up or Down - July 28, 11AM ET",99497460132287074492269166447434593086482480449884928532640346271017318503358,69646786167833534024931879290445298736207051914618844238315916957230753927949,2025-07-28 11:00 EDT,ethereum-up-or-down-july-28-11am-et,0xe920024eb6639e92bacf4cc24f874c5439da76a1e285c98729c3819e034fd357
"Ethereum Up or Down - July 28, 12PM ET",62989392057355595137854256889759551123645094314854064125329079614547797274224,104237146507580159186917046667012340677219391798247132322115389269954872583253,2025-07-28 12:00 EDT,ethereum-up-or-down-july-28-12pm-et,0xf7d95afa33f4441e6e649c356bbfc4dc6249fa07f784da4fa61243337142eb6d
"Ethereum Up or Down - July 28, 1PM ET",22586764017461828736526518255468246219448980498543631533340110387203412843369,7931128659937916083659204066208763241937180809541875517716406199085822527375,2025-07-28 13:00 EDT,ethereum-up-or-down-july-28-1pm-et,0x52a0b35391c4db20158538a851ccbad47736528d831ca2532d3d45cb882afd6f
"Ethereum Up or Down - July 28, 2PM ET",72635663339326812793468128361464086729733059938920294025043325115871578153642,29991479028745004071819075877781025987680237524033335793204172266063893755625,2025-07-28 14:00 EDT,ethereum-up-or-down-july-28-2pm-et,0x3451ab18a69ba18a99a2f2e0ed68d2dc681cf6b5aa328850a64241973a8ec07c
"Ethereum Up or Down - July 28, 3PM ET",65712591587333958099369968187802893213966960664160706832626266868697385781247,68589118742752241449831868151888541387986108145055208974145932189627543947739,2025-07-28 15:00 EDT,ethereum-up-or-down-july-28-3pm-et,0xb6bbdf3fbbac8ffebc7faf65ccf4a8ca19a3e3b1b8b920374e46c2206a180c7c
"Ethereum Up or Down - July 28, 4PM ET",18378943476292085988965121321003632445378402332510990288190439075340697334886,3448436523080846685658055456200413178080369683679664248474455125490513527883,2025-07-28 16:00 EDT,ethereum-up-or-down-july-28-4pm-et,0x10dab0822b295f5d6bd8b464e382496abb92e526a39d98c876e1815e224791e0
"Ethereum Up or Down - July 28, 5PM ET",101189254460694822642305702025003113329218577527143275929659280673935092552263,110744607302819839084579026316292505016935603441509819804558976596570047007380,2025-07-28 17:00 EDT,ethereum-up-or-down-july-28-5pm-et,0x7c83de2a0089cfb0c9e631c05783a283b10d000b5c3add4811bcfdc090895099
"Ethereum Up or Down - July 28, 6PM ET",91864401082343191215511004173540647098633281799636703881205069328177404266846,8005112273256216556402189847583160031902217558175777711195208161058315790941,2025-07-28 18:00 EDT,ethereum-up-or-down-july-28-6pm-et,0x56e82e01af8aee0153abc2adeb20932e4c090b9a55fce55e73cc69c92dd09e57
"Ethereum Up or Down - July 28, 7PM ET",83808743781392947679462302864858719926061994777948638492844199211047412787631,64602599463082577511362823125546543634871789587772015257932774879335967438144,2025-07-28 19:00 EDT,ethereum-up-or-down-july-28-7pm-et,0x6730ff87fc8e53416c4b20074ece93538299e96d1c4ff52909899abaac02eff2
"Ethereum Up or Down - July 28, 8PM ET",109161884537123306612065878355725827702808587807254427600216515089167874952548,108251713785021583240374879455262669757926429626381913147127824885832592870845,2025-07-28 20:00 EDT,ethereum-up-or-down-july-28-8pm-et,0x1ad16a255a8369ecf8d2759a9b7ad4f2d2e15acee3e7e79f641a0d3e8280a341
"Ethereum Up or Down - July 28, 9PM ET",62388210553425204011650559811104789512107887519277548469713165143529547193505,89181666957106584951959383592739965717371636398833885938366970135496332867527,2025-07-28 21:00 EDT,ethereum-up-or-down-july-28-9pm-et,0x1a5b544a7bc1f944c43c44e2046106a3d67bd4de00c750f3ebaa8cf8de855723
"Ethereum Up or Down - July 28, 10PM ET",47995035941649016426862778377825391985986816303482335672639967994820877919481,113554373255568755204991180130404222725571721179867237896059769537359953665001,2025-07-28 22:00 EDT,ethereum-up-or-down-july-28-10pm-et,0x16ca0752857308e4547cb92a485f4fbac654db690dfac3a91017ef0d4704e7ad
"Ethereum Up or Down - July 28, 11PM ET",99654174122487527294696124249804538280902453922480751572247900203594508850260,75958664034154071868295311963659519542293735386655298082207287740505305957074,2025-07-28 23:00 EDT,ethereum-up-or-down-july-28-11pm-et,0xcf6d8ead42c552fa01553555de4356dd76b575b28c31bf795ae81b27b2d35a08
